Year,Country,Sport,GoldCount,SilverCount,BronzeCount
1932,SWE,Boxing,0,1,1
1932,SWE,Cycling,0,0,2
1932,SWE,Equestrian,0,1,2
1932,SWE,Modern Pentathlon,1,1,0
1932,SWE,Sailing,1,0,1
1932,SWE,Shooting,1,0,0
1932,SWE,Wrestling,6,1,3
1932,TCH,Athletics,0,0,1
1932,TCH,Weightlifting,1,1,0
1932,TCH,Wrestling,0,1,0
1932,URU,Rowing,0,0,1
1932,USA,Aquatics,9,6,8
1932,USA,Athletics,16,13,6
1932,USA,Boxing,2,0,3
1932,USA,Equestrian,1,2,2
1932,USA,Fencing,0,1,2
1932,USA,Gymnastics,5,6,5
1932,USA,Hockey,0,0,1
1932,USA,Modern Pentathlon,0,0,1
1932,USA,Rowing,3,1,0
1932,USA,Sailing,2,1,0
1932,USA,Weightlifting,0,0,2
1932,USA,Wrestling,3,2,0
1936,ARG,Aquatics,0,1,0
1936,ARG,Boxing,1,1,2
1936,ARG,Polo,1,0,0
1936,ARG,Rowing,0,0,1
1936,AUS,Athletics,0,0,1
1936,AUT,Canoe / Kayak,3,3,1
1936,AUT,Equestrian,0,0,1
1936,AUT,Fencing,0,0,1
1936,AUT,Football,0,1,0
1936,AUT,Handball,0,1,0
1936,AUT,Rowing,0,1,0
1936,AUT,Weightlifting,1,0,0
1936,BEL,Aquatics,0,0,1
1936,BEL,Cycling,0,0,1
1936,CAN,Athletics,0,1,3
1936,CAN,Basketball,0,1,0
1936,CAN,Canoe / Kayak,1,1,1
1936,CAN,Wrestling,0,0,1
1936,DEN,Aquatics,0,1,1
1936,DEN,Boxing,0,0,1
1936,DEN,Equestrian,0,0,1
1936,DEN,Rowing,0,1,0
1936,EGY,Weightlifting,2,1,2
1936,EST,Boxing,0,1,0
1936,EST,Weightlifting,0,0,1
1936,EST,Wrestling,2,1,2
1936,FIN,Athletics,3,5,2
1936,FIN,Boxing,1,0,0
1936,FIN,Gymnastics,1,0,1
1936,FIN,Wrestling,2,1,3
1936,FRA,Boxing,2,0,0
1936,FRA,Canoe / Kayak,0,1,0
1936,FRA,Cycling,3,2,2
1936,FRA,Equestrian,0,1,0
1936,FRA,Fencing,0,2,1
1936,FRA,Rowing,0,0,2
1936,FRA,Shooting,0,0,1
1936,FRA,Weightlifting,1,0,0
1936,FRA,Wrestling,1,0,0
1936,GBR,Athletics,2,5,0
1936,GBR,Cycling,0,0,1
1936,GBR,Equestrian,0,0,1
1936,GBR,Polo,0,1,0
1936,GBR,Rowing,1,1,0
1936,GBR,Sailing,1,0,1
1936,GER,Aquatics,0,4,3
1936,GER,Athletics,5,4,7
1936,GER,Boxing,2,2,1
1936,GER,Canoe / Kayak,2,3,2
1936,GER,Cycling,2,0,1
1936,GER,Equestrian,6,1,0
1936,GER,Fencing,0,1,2
1936,GER,Gymnastics,6,1,6
1936,GER,Handball,1,0,0
1936,GER,Hockey,0,1,0
1936,GER,Modern Pentathlon,1,0,0
1936,GER,Rowing,5,1,1
1936,GER,Sailing,1,1,1
1936,GER,Shooting,1,2,0
1936,GER,Weightlifting,1,2,2
1936,GER,Wrestling,0,3,4
1936,HUN,Aquatics,2,0,1
1936,HUN,Athletics,1,0,0
1936,HUN,Boxing,1,0,0
1936,HUN,Equestrian,0,0,1
1936,HUN,Fencing,3,0,1
1936,HUN,Gymnastics,0,0,1
1936,HUN,Shooting,0,1,0
1936,HUN,Wrestling,3,0,1
1936,IND,Hockey,1,0,0
1936,ITA,Athletics,1,2,2
1936,ITA,Boxing,1,1,0
1936,ITA,Cycling,0,1,0
1936,ITA,Fencing,4,3,2
1936,ITA,Football,1,0,0
1936,ITA,Modern Pentathlon,0,0,1
1936,ITA,Rowing,0,2,0
1936,ITA,Sailing,1,0,0
1936,JPN,Aquatics,4,2,5
1936,JPN,Athletics,2,2,3
1936,LAT,Athletics,0,0,1
1936,LAT,Wrestling,0,1,0
1936,MEX,Basketball,0,0,1
1936,MEX,Boxing,0,0,1
1936,MEX,Polo,0,0,1
1936,NED,Aquatics,4,1,0
1936,NED,Athletics,0,0,2
1936,NED,Canoe / Kayak,0,0,3
1936,NED,Cycling,1,2,0
1936,NED,Equestrian,0,1,0
1936,NED,Hockey,0,0,1
1936,NED,Sailing,1,0,1
1936,NOR,Boxing,0,1,1
1936,NOR,Football,0,0,1
1936,NOR,Sailing,0,2,0
1936,NOR,Shooting,1,0,0
1936,NZL,Athletics,1,0,0
1936,PHI,Athletics,0,0,1
1936,POL,Athletics,0,2,1
1936,POL,Equestrian,0,1,0
1936,POL,Rowing,0,0,1
1936,POL,Shooting,0,0,1
1936,POR,Equestrian,0,0,1
1936,ROU,Equestrian,0,1,0
1936,RSA,Boxing,0,1,0
1936,SUI,Athletics,0,1,0
1936,SUI,Cycling,0,1,1
1936,SUI,Gymnastics,1,6,2
1936,SUI,Handball,0,0,1
1936,SUI,Rowing,0,1,1
1936,SWE,Athletics,0,0,2
1936,SWE,Boxing,0,0,1
1936,SWE,Canoe / Kayak,1,0,1
1936,SWE,Equestrian,0,0,1
1936,SWE,Fencing,0,1,0
1936,SWE,Sailing,0,1,1
1936,SWE,Shooting,1,0,1
1936,SWE,Wrestling,4,3,2
1936,TCH,Canoe / Kayak,2,1,0
1936,TCH,Gymnastics,1,1,0
1936,TCH,Weightlifting,0,1,0
1936,TCH,Wrestling,0,2,0
1936,TUR,Wrestling,1,0,1
1936,USA,Aquatics,6,7,5
1936,USA,Athletics,14,7,4
1936,USA,Basketball,1,0,0
1936,USA,Boxing,0,1,1
1936,USA,Canoe / Kayak,0,0,1
1936,USA,Equestrian,0,1,0
1936,USA,Modern Pentathlon,0,1,0
1936,USA,Rowing,1,0,1
1936,USA,Weightlifting,1,0,0
1936,USA,Wrestling,1,3,0
1936,YUG,Gymnastics,0,1,0
1948,ARG,Athletics,1,1,0
1948,ARG,Boxing,2,0,1
1948,ARG,Sailing,0,1,0
1948,ARG,Shooting,0,1,0
1948,AUS,Aquatics,0,2,2
1948,AUS,Athletics,1,3,2
1948,AUS,Rowing,1,0,0
1948,AUS,Wrestling,0,1,1
1948,AUT,Athletics,1,0,1
1948,AUT,Canoe / Kayak,0,0,1
1948,AUT,Fencing,0,0,1
1948,BEL,Athletics,1,0,1
1948,BEL,Boxing,0,1,0
1948,BEL,Cycling,1,1,1
1948,BEL,Fencing,0,0,1
1948,BRA,Basketball,0,0,1
1948,CAN,Athletics,0,0,1
1948,CAN,Canoe / Kayak,0,1,1
1948,CUB,Sailing,0,1,0
1948,DEN,Aquatics,2,2,1
1948,DEN,Athletics,0,0,1
1948,DEN,Boxing,0,0,1
1948,DEN,Canoe / Kayak,1,2,0
1948,DEN,Cycling,0,0,1
1948,DEN,Fencing,0,1,0
1948,DEN,Football,0,0,1
1948,DEN,Rowing,1,2,1
1948,DEN,Sailing,1,0,1
1948,DEN,Wrestling,0,0,1
1948,EGY,Weightlifting,2,1,0
1948,EGY,Wrestling,0,1,1
1948,ESP,Equestrian,0,1,0
1948,FIN,Athletics,1,2,0
1948,FIN,Canoe / Kayak,0,1,2
1948,FIN,Gymnastics,4,2,2
1948,FIN,Shooting,0,1,0
1948,FIN,Wrestling,1,1,1
1948,FRA,Aquatics,0,0,2
1948,FRA,Athletics,2,3,3
1948,FRA,Basketball,0,1,0
1948,FRA,Canoe / Kayak,0,0,4
1948,FRA,Cycling,3,0,2
1948,FRA,Equestrian,2,1,1
1948,FRA,Fencing,3,1,0
1948,FRA,Wrestling,0,0,1
1948,GBR,Aquatics,0,0,1
1948,GBR,Athletics,0,6,1
1948,GBR,Boxing,0,2,0
1948,GBR,Cycling,0,3,2
1948,GBR,Equestrian,0,0,1
1948,GBR,Hockey,0,1,0
1948,GBR,Rowing,2,1,0
1948,GBR,Sailing,1,0,0
1948,GBR,Weightlifting,0,1,1
1948,HUN,Aquatics,0,2,3
1948,HUN,Athletics,2,0,1
1948,HUN,Boxing,2,0,0
1948,HUN,Fencing,3,0,2
1948,HUN,Gymnastics,1,2,2
1948,HUN,Rowing,0,0,1
1948,HUN,Shooting,1,0,0
1948,HUN,Wrestling,1,1,2
1948,IND,Hockey,1,0,0
1948,IRI,Weightlifting,0,0,1
1948,ITA,Aquatics,1,0,0
1948,ITA,Athletics,1,3,1
1948,ITA,Boxing,1,2,2
1948,ITA,Cycling,2,1,0
1948,ITA,Fencing,1,4,1
1948,ITA,Rowing,1,1,2
1948,ITA,Wrestling,1,0,2
1948,JAM,Athletics,1,2,0
1948,KOR,Boxing,0,0,1
1948,KOR,Weightlifting,0,0,1
1948,MEX,Aquatics,0,0,1
1948,MEX,Equestrian,2,1,1
1948,NED,Aquatics,1,0,3
1948,NED,Athletics,4,0,2
1948,NED,Canoe / Kayak,0,1,0
1948,NED,Cycling,0,1,0
1948,NED,Hockey,0,0,1
1948,NED,Sailing,0,0,2
1948,NED,Weightlifting,0,0,1
1948,NOR,Athletics,0,1,0
1948,NOR,Canoe / Kayak,0,1,1
1948,NOR,Rowing,0,0,1
1948,NOR,Sailing,1,0,0
1948,NOR,Shooting,0,0,1
1948,NOR,Wrestling,0,1,0
1948,PAN,Athletics,0,0,2
1948,PER,Shooting,1,0,0
1948,POL,Boxing,0,0,1
1948,POR,Equestrian,0,0,1
1948,POR,Sailing,0,1,0
1948,PUR,Boxing,0,0,1
1948,RSA,Boxing,2,1,1
1948,SRI,Athletics,0,1,0
1948,SUI,Athletics,0,1,1
1948,SUI,Equestrian,1,0,0
1948,SUI,Fencing,0,1,0
1948,SUI,Gymnastics,3,4,1
1948,SUI,Rowing,0,2,0
1948,SUI,Shooting,1,1,0
1948,SUI,Wrestling,0,1,2
1948,SWE,Athletics,5,3,5
1948,SWE,Boxing,0,1,0
1948,SWE,Canoe / Kayak,4,0,0
1948,SWE,Equestrian,0,1,2
1948,SWE,Fencing,0,0,1
1948,SWE,Football,1,0,0
1948,SWE,Modern Pentathlon,1,0,1
1948,SWE,Sailing,0,1,1
1948,SWE,Shooting,0,0,3
1948,SWE,Weightlifting,0,0,1
1948,SWE,Wrestling,5,5,3
1948,TCH,Athletics,1,1,0
1948,TCH,Boxing,1,0,0
1948,TCH,Canoe / Kayak,3,1,0
1948,TCH,Gymnastics,1,0,3
1948,TRI,Weightlifting,0,1,0
1948,TUR,Athletics,0,0,1
1948,TUR,Wrestling,6,4,1
1948,URU,Rowing,0,1,1
1948,USA,Aquatics,12,10,3
1948,USA,Athletics,12,5,10
1948,USA,Basketball,1,0,0
1948,USA,Boxing,0,1,0
1948,USA,Canoe / Kayak,1,2,0
1948,USA,Equestrian,1,2,0
1948,USA,Fencing,0,0,1
1948,USA,Gymnastics,0,0,1
1948,USA,Modern Pentathlon,0,1,0
1948,USA,Rowing,2,0,1
1948,USA,Sailing,2,1,1
1948,USA,Shooting,1,1,0
1948,USA,Weightlifting,4,3,1
1948,USA,Wrestling,2,1,1
1948,YUG,Athletics,0,1,0
1948,YUG,Football,0,1,0
1952,ARG,Athletics,0,1,0
1952,ARG,Boxing,0,1,1
1952,ARG,Rowing,1,0,0
1952,ARG,Weightlifting,0,0,1
1952,AUS,Aquatics,1,0,0
1952,AUS,Athletics,3,0,1
1952,AUS,Cycling,2,1,0
1952,AUS,Rowing,0,1,1
1952,AUS,Weightlifting,0,0,1
1952,AUT,Canoe / Kayak,0,1,1
1952,BEL,Cycling,2,1,0
1952,BEL,Rowing,0,1,0
1952,BRA,Aquatics,0,0,1
1952,BRA,Athletics,1,0,1
1952,BUL,Boxing,0,0,1
1952,CAN,Canoe / Kayak,0,1,0
1952,CAN,Shooting,1,0,0
1952,CAN,Weightlifting,0,1,0
1952,CHI,Equestrian,0,2,0
1952,DEN,Boxing,0,0,1
1952,DEN,Canoe / Kayak,1,0,0
1952,DEN,Equestrian,0,1,0
1952,DEN,Fencing,0,0,1
1952,DEN,Rowing,0,0,1
1952,DEN,Sailing,1,0,0
1952,EGY,Wrestling,0,0,1
1952,ESP,Shooting,0,1,0
1952,FIN,Athletics,0,0,1
1952,FIN,Boxing,1,0,4
1952,FIN,Canoe / Kayak,4,1,1
1952,FIN,Gymnastics,0,0,1
1952,FIN,Modern Pentathlon,0,0,1
1952,FIN,Rowing,0,0,1
1952,FIN,Sailing,0,0,1
1952,FIN,Shooting,0,1,1
1952,FIN,Wrestling,1,1,2
1952,FRA,Aquatics,1,2,1
1952,FRA,Athletics,0,2,0
1952,FRA,Boxing,0,0,1
1952,FRA,Canoe / Kayak,1,0,1
1952,FRA,Cycling,0,0,1
1952,FRA,Equestrian,1,1,1
1952,FRA,Fencing,2,0,1
1952,FRA,Rowing,1,1,0
1952,GBR,Aquatics,0,0,1
1952,GBR,Athletics,0,1,4
1952,GBR,Cycling,0,0,1
1952,GBR,Equestrian,1,0,0
1952,GBR,Hockey,0,0,1
1952,GBR,Sailing,0,1,0
1952,GBR,Wrestling,0,0,1
1952,GER,Aquatics,0,0,2
1952,GER,Athletics,0,3,5
1952,GER,Boxing,0,1,1
1952,GER,Canoe / Kayak,0,0,3
1952,GER,Cycling,0,0,2
1952,GER,Equestrian,0,1,4
1952,GER,Gymnastics,0,1,0
1952,GER,Rowing,0,1,0
1952,GER,Sailing,0,0,1
1952,HUN,Aquatics,5,2,1
1952,HUN,Athletics,1,0,4
1952,HUN,Boxing,1,0,0
1952,HUN,Canoe / Kayak,0,2,1
1952,HUN,Fencing,2,2,2
1952,HUN,Football,1,0,0
1952,HUN,Gymnastics,2,1,5
1952,HUN,Modern Pentathlon,1,1,1
1952,HUN,Shooting,1,1,1
1952,HUN,Wrestling,2,1,1
1952,IND,Hockey,1,0,0
1952,IND,Wrestling,0,0,1
1952,IRI,Weightlifting,0,1,1
1952,IRI,Wrestling,0,2,3
1952,IRL,Boxing,0,1,0
1952,ITA,Aquatics,0,0,1
1952,ITA,Athletics,1,1,0
1952,ITA,Boxing,1,1,1
1952,ITA,Cycling,2,2,1
1952,ITA,Fencing,3,4,1
1952,ITA,Sailing,1,0,0
1952,ITA,Wrestling,0,1,0
1952,JAM,Athletics,2,3,0
1952,JPN,Aquatics,0,3,0
1952,JPN,Gymnastics,0,2,1
1952,JPN,Wrestling,1,1,0
1952,KOR,Boxing,0,0,1
1952,KOR,Weightlifting,0,0,1
1952,LIB,Wrestling,0,1,1
1952,LUX,Athletics,1,0,0
1952,MEX,Aquatics,0,1,0
1952,NED,Aquatics,0,3,0
1952,NED,Athletics,0,1,0
1952,NED,Hockey,0,1,0
1952,NOR,Sailing,1,3,0
1952,NOR,Shooting,2,0,0
1952,NZL,Aquatics,0,0,1
1952,NZL,Athletics,1,0,1
1952,POL,Boxing,1,1,0
1952,POL,Gymnastics,0,1,0
1952,POL,Rowing,0,0,1
1952,POR,Sailing,0,0,1
1952,ROU,Boxing,0,1,1
1952,ROU,Shooting,1,0,1
1952,RSA,Aquatics,1,0,0
1952,RSA,Athletics,1,1,0
1952,RSA,Boxing,0,1,3
1952,RSA,Cycling,0,2,1
1952,SUI,Athletics,0,1,0
1952,SUI,Equestrian,0,1,0
1952,SUI,Fencing,0,0,2
1952,SUI,Gymnastics,2,2,3
1952,SUI,Rowing,0,1,1
1952,SUI,Shooting,0,1,0
1952,SWE,Aquatics,0,0,2
1952,SWE,Athletics,1,0,2
1952,SWE,Boxing,0,1,1
1952,SWE,Canoe / Kayak,1,3,0
1952,SWE,Equestrian,4,0,0
1952,SWE,Fencing,0,1,0
1952,SWE,Football,0,0,1
1952,SWE,Gymnastics,2,0,0
1952,SWE,Modern Pentathlon,1,1,0
1952,SWE,Sailing,0,1,2
1952,SWE,Shooting,0,2,1
1952,SWE,Wrestling,3,4,1
1952,TCH,Athletics,4,1,0
1952,TCH,Boxing,1,0,0
1952,TCH,Canoe / Kayak,1,1,1
1952,TCH,Gymnastics,0,0,1
1952,TCH,Rowing,1,0,0
1952,TCH,Wrestling,0,1,1
1952,TRI,Weightlifting,0,0,2
1952,TUR,Wrestling,2,0,1
1952,URS,Athletics,2,8,7
1952,URS,Basketball,0,1,0
1952,URS,Boxing,0,2,4
1952,URS,Canoe / Kayak,0,0,1
1952,URS,Gymnastics,9,10,2
1952,URS,Rowing,1,2,0
1952,URS,Shooting,1,1,2
1952,URS,Weightlifting,3,3,1
1952,URS,Wrestling,6,2,2
1952,URU,Basketball,0,0,1
1952,URU,Rowing,0,0,1
1952,USA,Aquatics,8,4,6
1952,USA,Athletics,15,10,6
1952,USA,Basketball,1,0,0
1952,USA,Boxing,5,0,0
1952,USA,Canoe / Kayak,1,0,0
1952,USA,Equestrian,0,0,2
1952,USA,Rowing,2,0,1
1952,USA,Sailing,3,1,0
1952,USA,Shooting,1,0,1
1952,USA,Weightlifting,4,2,0
1952,USA,Wrestling,1,2,1
1952,VEN,Athletics,0,0,1
1952,YUG,Aquatics,0,1,0
1952,YUG,Football,0,1,0
1952,YUG,Rowing,1,0,0
1956,ARG,Boxing,0,0,1
1956,ARG,Weightlifting,0,1,0
1956,AUS,Aquatics,8,4,2
1956,AUS,Athletics,4,2,6
1956,AUS,Boxing,0,0,1
1956,AUS,Canoe / Kayak,0,0,1
1956,AUS,Cycling,1,0,1
1956,AUS,Rowing,0,1,2
1956,AUS,Sailing,0,1,1
1956,AUT,Canoe / Kayak,0,0,1
1956,AUT,Rowing,0,0,1
1956,BAH,Sailing,0,0,1
1956,BEL,Sailing,0,1,0
1956,BEL,Wrestling,0,1,0
1956,BRA,Athletics,1,0,0
1956,BUL,Football,0,0,1
1956,BUL,Wrestling,1,3,0
1956,CAN,Aquatics,0,0,1
1956,CAN,Equestrian,0,0,1
1956,CAN,Rowing,1,1,0
1956,CAN,Shooting,1,0,1
1956,CHI,Athletics,0,1,0
1956,CHI,Boxing,0,1,2
1956,DEN,Canoe / Kayak,0,0,1
1956,DEN,Equestrian,0,1,0
1956,DEN,Sailing,1,1,0
1956,EUA,Aquatics,1,0,1
1956,EUA,Athletics,0,5,2
1956,EUA,Boxing,1,1,0
1956,EUA,Canoe / Kayak,1,2,1
1956,EUA,Cycling,0,0,1
1956,EUA,Equestrian,4,4,1
1956,EUA,Gymnastics,1,0,0
1956,EUA,Hockey,0,0,1
1956,EUA,Rowing,0,1,0
1956,EUA,Wrestling,0,1,0
1956,FIN,Athletics,0,0,3
1956,FIN,Boxing,0,0,1
1956,FIN,Gymnastics,0,0,1
1956,FIN,Modern Pentathlon,0,1,2
1956,FIN,Rowing,0,0,1
1956,FIN,Shooting,1,0,1
1956,FIN,Wrestling,2,0,2
1956,FRA,Athletics,1,0,0
1956,FRA,Boxing,0,0,2
1956,FRA,Canoe / Kayak,0,1,0
1956,FRA,Cycling,2,2,0
1956,FRA,Fencing,1,1,2
1956,FRA,Rowing,0,0,1
1956,FRA,Weightlifting,0,0,1
1956,GBR,Aquatics,1,0,1
1956,GBR,Athletics,1,4,2
1956,GBR,Boxing,2,1,2
1956,GBR,Cycling,0,1,2
1956,GBR,Equestrian,1,0,3
1956,GBR,Fencing,1,0,0
1956,GBR,Sailing,0,1,2
1956,GRE,Athletics,0,0,1
1956,HUN,Aquatics,1,1,1
1956,HUN,Athletics,0,2,0
1956,HUN,Boxing,1,0,0
1956,HUN,Canoe / Kayak,1,3,3
1956,HUN,Fencing,2,1,1
1956,HUN,Gymnastics,4,2,1
1956,HUN,Wrestling,0,1,1
1956,IND,Hockey,1,0,0
1956,IRI,Weightlifting,0,0,1
1956,IRI,Wrestling,2,2,0
1956,IRL,Athletics,1,0,0
1956,IRL,Boxing,0,1,3
1956,ISL,Athletics,0,1,0
1956,ITA,Boxing,0,1,1
1956,ITA,Cycling,3,1,1
1956,ITA,Equestrian,0,2,1
1956,ITA,Fencing,3,2,2
1956,ITA,Rowing,1,0,0
1956,ITA,Sailing,0,1,0
1956,ITA,Shooting,1,0,1
1956,ITA,Weightlifting,0,0,2
1956,ITA,Wrestling,0,1,1
1956,JPN,Aquatics,1,4,0
1956,JPN,Gymnastics,1,5,3
1956,JPN,Wrestling,2,1,0
1956,KOR,Boxing,0,1,0
1956,KOR,Weightlifting,0,0,1
1956,MEX,Aquatics,1,0,1
1956,NOR,Athletics,1,0,2
1956,NZL,Athletics,1,0,0
1956,NZL,Sailing,1,0,0
1956,PAK,Hockey,0,1,0
1956,POL,Athletics,1,1,0
1956,POL,Boxing,0,0,2
1956,POL,Fencing,0,2,0
1956,POL,Gymnastics,0,0,1
1956,POL,Shooting,0,1,0
1956,POL,Weightlifting,0,0,1
1956,ROU,Boxing,1,2,1
1956,ROU,Canoe / Kayak,3,0,0
1956,ROU,Fencing,0,1,0
1956,ROU,Gymnastics,0,0,2
1956,ROU,Shooting,1,0,1
1956,ROU,Wrestling,0,0,1
1956,RSA,Aquatics,0,0,1
1956,RSA,Boxing,0,0,2
1956,RSA,Cycling,0,0,1
1956,SUI,Equestrian,0,0,1
1956,SWE,Athletics,0,0,1
1956,SWE,Canoe / Kayak,2,0,0
1956,SWE,Equestrian,3,0,0
1956,SWE,Gymnastics,0,2,1
1956,SWE,Modern Pentathlon,1,0,0
1956,SWE,Rowing,0,1,0
1956,SWE,Sailing,2,0,0
1956,SWE,Shooting,0,1,1
1956,SWE,Wrestling,0,1,3
1956,TCH,Athletics,1,0,1
1956,TCH,Cycling,0,2,0
1956,TCH,Gymnastics,0,1,0
1956,TCH,Shooting,0,1,0
1956,TUR,Wrestling,3,2,2
1956,URS,Aquatics,0,0,3
1956,URS,Athletics,5,7,10
1956,URS,Basketball,0,1,0
1956,URS,Boxing,3,1,2
1956,URS,Canoe / Kayak,2,3,2
1956,URS,Fencing,0,0,2
1956,URS,Football,1,0,0
1956,URS,Gymnastics,11,6,6
1956,URS,Modern Pentathlon,1,0,0
1956,URS,Rowing,2,1,1
1956,URS,Shooting,3,4,1
1956,URS,Weightlifting,3,4,0
1956,URS,Wrestling,6,2,5
1956,URU,Basketball,0,0,1
1956,USA,Aquatics,5,8,7
1956,USA,Athletics,16,10,5
1956,USA,Basketball,1,0,0
1956,USA,Boxing,2,1,0
1956,USA,Modern Pentathlon,0,1,0
1956,USA,Rowing,3,2,1
1956,USA,Sailing,1,0,1
1956,USA,Shooting,0,0,1
1956,USA,Weightlifting,4,2,1
1956,USA,Wrestling,0,1,1
1956,YUG,Aquatics,0,1,0
1956,YUG,Athletics,0,1,0
1956,YUG,Football,0,1,0
1960,ARG,Boxing,0,0,1
1960,ARG,Sailing,0,1,0
1960,AUS,Aquatics,5,5,3
1960,AUS,Athletics,1,2,1
1960,AUS,Boxing,0,0,2
1960,AUS,Equestrian,2,1,0
1960,AUT,Rowing,0,1,0
1960,AUT,Shooting,1,0,0
1960,BEL,Athletics,0,1,0
1960,BEL,Cycling,0,1,1
1960,BEL,Sailing,0,0,1
1960,BRA,Aquatics,0,0,1
1960,BRA,Basketball,0,0,1
1960,BUL,Gymnastics,0,0,1
1960,BUL,Wrestling,1,3,2
1960,BWI,Athletics,0,0,2
1960,CAN,Rowing,0,1,0
1960,DEN,Canoe / Kayak,1,0,1
1960,DEN,Football,0,1,0
1960,DEN,Sailing,1,2,0
1960,EGY,Boxing,0,0,1
1960,EGY,Wrestling,0,1,0
1960,ESP,Hockey,0,0,1
1960,ETH,Athletics,1,0,0
1960,EUA,Aquatics,2,1,3
1960,EUA,Athletics,2,8,3
1960,EUA,Boxing,0,0,1
1960,EUA,Canoe / Kayak,1,2,0
1960,EUA,Cycling,0,4,0
1960,EUA,Equestrian,1,0,1
1960,EUA,Fencing,1,0,1
1960,EUA,Rowing,3,1,0
1960,EUA,Sailing,0,0,1
1960,EUA,Shooting,1,0,1
1960,EUA,Wrestling,1,3,0
1960,FIN,Athletics,0,0,1
1960,FIN,Boxing,0,0,1
1960,FIN,Gymnastics,1,0,0
1960,FIN,Rowing,0,0,1
1960,FIN,Shooting,0,1,0
1960,FRA,Athletics,0,1,1
1960,FRA,Equestrian,0,0,1
1960,FRA,Rowing,0,1,0
1960,FRA,Wrestling,0,0,1
1960,GBR,Aquatics,1,1,3
1960,GBR,Athletics,1,3,4
1960,GBR,Boxing,0,0,3
1960,GBR,Equestrian,0,0,1
1960,GBR,Fencing,0,2,0
1960,GBR,Weightlifting,0,0,1
1960,GHA,Boxing,0,1,0
1960,GRE,Sailing,1,0,0
1960,HUN,Aquatics,0,0,1
1960,HUN,Athletics,0,1,2
1960,HUN,Boxing,1,0,0
1960,HUN,Canoe / Kayak,1,3,2
1960,HUN,Fencing,2,2,0
1960,HUN,Football,0,0,1
1960,HUN,Modern Pentathlon,2,1,0
1960,HUN,Weightlifting,0,0,1
1960,HUN,Wrestling,0,1,0
1960,IND,Hockey,0,1,0
1960,IRI,Weightlifting,0,0,1
1960,IRI,Wrestling,0,1,2
1960,IRQ,Weightlifting,0,0,1
1960,ITA,Aquatics,1,0,0
1960,ITA,Athletics,1,0,2
1960,ITA,Boxing,3,3,1
1960,ITA,Canoe / Kayak,0,1,0
1960,ITA,Cycling,5,1,1
1960,ITA,Equestrian,1,1,1
1960,ITA,Fencing,2,1,3
1960,ITA,Gymnastics,0,1,2
1960,ITA,Rowing,0,1,1
1960,ITA,Sailing,0,0,1
1960,ITA,Shooting,0,1,0
1960,ITA,Weightlifting,0,0,1
1960,JPN,Aquatics,0,3,2
1960,JPN,Boxing,0,0,1
1960,JPN,Gymnastics,4,2,3
1960,JPN,Shooting,0,0,1
1960,JPN,Weightlifting,0,1,0
1960,JPN,Wrestling,0,1,0
1960,MAR,Athletics,0,1,0
1960,MEX,Aquatics,0,0,1
1960,NED,Aquatics,0,1,2
1960,NOR,Sailing,1,0,0
1960,NZL,Athletics,2,0,1
1960,PAK,Hockey,1,0,0
1960,PAK,Wrestling,0,0,1
1960,POL,Athletics,2,2,3
1960,POL,Boxing,1,3,3
1960,POL,Canoe / Kayak,0,0,2
1960,POL,Fencing,0,1,0
1960,POL,Rowing,0,0,1
1960,POL,Weightlifting,1,0,1
1960,POL,Wrestling,0,0,1
1960,POR,Sailing,0,1,0
1960,ROU,Athletics,1,0,1
1960,ROU,Boxing,0,0,1
1960,ROU,Canoe / Kayak,0,0,1
1960,ROU,Fencing,0,0,1
1960,ROU,Gymnastics,0,0,1
1960,ROU,Shooting,1,0,0
1960,ROU,Wrestling,1,1,1
1960,RSA,Athletics,0,0,1
1960,RSA,Boxing,0,1,1
1960,SIN,Weightlifting,0,1,0
1960,SUI,Equestrian,0,2,1
1960,SUI,Rowing,0,0,1
1960,SUI,Sailing,0,0,1
1960,SUI,Shooting,0,1,0
1960,SWE,Aquatics,0,1,0
1960,SWE,Athletics,0,1,0
1960,SWE,Canoe / Kayak,1,0,1
1960,SWE,Wrestling,0,0,2
1960,TCH,Athletics,0,1,0
1960,TCH,Boxing,1,0,1
1960,TCH,Gymnastics,1,1,0
1960,TCH,Rowing,1,0,1
1960,TCH,Wrestling,0,0,1
1960,TPE,Athletics,0,1,0
1960,TUR,Wrestling,7,2,0
1960,URS,Aquatics,0,1,1
1960,URS,Athletics,11,5,5
1960,URS,Basketball,0,1,0
1960,URS,Boxing,1,2,2
1960,URS,Canoe / Kayak,3,1,0
1960,URS,Cycling,1,0,4
1960,URS,Equestrian,1,0,0
1960,URS,Fencing,3,2,2
1960,URS,Gymnastics,10,8,8
1960,URS,Modern Pentathlon,0,1,0
1960,URS,Rowing,2,2,1
1960,URS,Sailing,1,1,0
1960,URS,Shooting,2,2,3
1960,URS,Weightlifting,5,1,0
1960,URS,Wrestling,3,2,5
1960,USA,Aquatics,11,7,3
1960,USA,Athletics,12,8,6
1960,USA,Basketball,1,0,0
1960,USA,Boxing,3,0,1
1960,USA,Equestrian,0,1,0
1960,USA,Fencing,0,0,1
1960,USA,Modern Pentathlon,0,0,2
1960,USA,Rowing,1,0,1
1960,USA,Sailing,1,0,1
1960,USA,Shooting,1,1,0
1960,USA,Weightlifting,1,4,1
